Email,Avatar,Avg Session Length,Time on App,Time on Website,Length of Membership,Yearly Amount Spent
patriciajackson@jenkins.info,Thistle,32.00475302036483,11.395209434440886,37.33281445580523,3.8033649990651752,463.74598112062944
rayvanessa@fischer.com,White,34.19705969450868,13.033566182687187,37.07679515601331,2.6334199887174443,493.18021624931
gharrison@davis.com,MediumSpringGreen,33.177204666060376,11.622777173031125,35.96889569049679,3.634093727357596,501.2091726816533
alexandermichael@hotmail.com,WhiteSmoke,32.69323953887129,12.600750401563928,37.37011822360151,3.467014066009709,501.9282648732441
christopher66@hotmail.com,BurlyWood,31.625360134830608,13.187910985159366,37.06708996741924,1.4943108951995074,376.3369007569242
archeremily@baldwin.com,YellowGreen,31.260646869879523,13.266760352944493,36.971195097457155,2.267251114447051,421.3266312569514
hornesteven@gmail.com,White,31.72076990028731,11.752343171850052,38.57360522634684,5.023934200606659,538.774933478023
william28@gmail.com,Cyan,32.92261075834941,11.56811634209842,36.90937820695247,2.471750669720034,398.16346853365195
karenosborne@yahoo.com,SlateBlue,32.68624509039022,12.638572122192118,36.097220934711,4.2977374819712075,571.4710341154247
chansen@holt.com,LightSkyBlue,34.05094675856064,11.388644575171455,39.08156474568163,2.4369588757864635,451.62861054019965
hallthomas@lane.com,DarkTurquoise,32.454552537551066,11.82298329832392,36.94612578169275,3.656983926688144,490.6004425003995
taylorkimberly@yahoo.com,Gainsboro,31.283447476058157,12.725677367222989,35.96566746423624,5.000243360514445,591.7810894256675
clester@yahoo.com,LightCyan,32.98002919845364,11.201159766003187,37.68933697894965,2.4128309609709255,409.0704720533178
pvega@hotmail.com,LightCoral,31.909626827522736,11.347263611462731,36.323652468198226,5.314354141170212,563.4460356732392
vmartin@yahoo.com,Turquoise,34.40240964824356,14.220979108167345,37.52319665049046,4.0777750980104255,647.6194557251927
andreperez@hotmail.com,DarkOliveGreen,32.95976431107423,11.546275759510358,36.947953692845566,3.2750706813095327,448.34042501104767
anntaylor@hotmail.com,Teal,33.78015676329505,11.91763618310149,36.844733815044506,3.634996006306897,518.7864830920807
hickmanelizabeth@yahoo.com,DeepPink,32.6729435250038,12.276056984463208,37.192793532227846,3.9824715131070567,523.6339351357243
halljohn@yahoo.com,MediumTurquoise,32.72852076313786,10.131712461927217,34.84561239331277,3.2877018240744085,393.8573709860865
cohensean@yahoo.com,DarkCyan,33.40992258786484,12.026942222615626,36.13389429009422,2.3133498845806395,426.154547713103
jmartinez@anderson.org,PeachPuff,31.724202523845182,13.172287495263063,36.199753473916246,3.557813698186695,503.3878872879605
cbrady@gonzalez-miller.com,Aqua,32.71111929929533,12.326291385476885,36.67387835766538,3.350279287544909,482.60246732948264
pkline@hotmail.com,MediumTurquoise,33.1366552476793,13.891313421778493,39.22071295098572,2.9070949348220267,524.7976275698038
martha91@garrison.net,HotPink,34.37939438496412,12.930928541308225,36.360247197934314,3.7927119551515887,574.6548433659394
maureenlopez@gmail.com,SeaShell,35.530904145898624,11.379257182400215,36.63610411908917,4.029453828152191,574.7472196620896
russellbaldwin@ferrell.info,Orange,33.24726795047748,14.069382336483994,38.99332245115573,4.9784757934702615,660.4251842914138
amandastanley@yahoo.com,CadetBlue,32.096108993845185,10.804890557641668,37.37276214632111,2.6995620549722683,375.3984554102432
george02@hotmail.com,LightCoral,35.039283064909725,14.426491050422625,37.374183504897594,3.9306153266132897,640.1877400085722
swilliams@ball-arroyo.com,Orchid,32.55052657442161,13.041244588162265,36.65520808395947,3.456233823526301,514.0098178487357
taylorjared@foster.net,Crimson,32.58249357081853,11.739743796165989,36.85481082475086,2.1820169698233887,376.49684071853693
keith13@yahoo.com,LightGoldenRodYellow,33.296981924626486,12.491058738018811,38.238940853091385,2.7095266269292764,484.51980911055114
schmidtdenise@hotmail.com,DarkGoldenRod,33.108336148346,12.892374513653696,36.52738830431376,4.594116864603191,614.7296376283243
jasmin20@salas.com,HotPink,33.902717794463925,11.668866514553864,37.341266161010715,4.25698328967803,567.4750105270774
christophermorrison@mcguire-carter.biz,Blue,34.55528258670921,11.777772039564965,37.97982686004657,3.784273087078304,554.0030934297989
deborah51@yahoo.com,Violet,33.73264839262621,12.138793877121687,36.853882459920776,1.62341960945622,399.98387159812256
melindahartman@gmail.com,Pink,31.60051220030329,12.222967446546056,36.8227532265912,3.4145062403052493,479.17285149109694
sharper@yahoo.com,SandyBrown,34.318927438542204,13.402331896928285,37.29204470528371,3.6060868889081727,585.9318442972224
jessicabrewer@simmons.net,LightBlue,34.00648891839723,12.956276605432244,38.655094538522064,3.275733705185027,540.9957391083377
beckycarson@jones-brown.biz,Gold,33.54047906012372,12.884124621344766,36.22604169397467,5.007271986589903,628.0478039330168
jennifer24@hotmail.com,SteelBlue,34.43642583784763,13.325469096138633,36.768603091480045,3.37125811322392,582.4919237338106
jeremy00@yahoo.com,FloralWhite,33.55169913754013,12.15858523387948,36.57513377612486,5.453969474611709,640.7861663983061
wellsjuan@schroeder.com,Green,31.818616566769066,11.226545663510619,35.669935165958194,3.7558693892629655,446.41867337013565
gregorystewart@hotmail.com,PaleGoldenRod,32.36312129411639,12.461135435006733,37.74560774187829,4.664258497238649,570.6300980875259
tammyjones@griffin.com,Navy,33.191570884444964,9.846124908736233,36.876313233417314,3.8066709485629935,423.3083340974698
djohnson@hotmail.com,Coral,32.19249882778649,13.32541218598226,36.897294609068695,5.049927474652407,616.6602860166827
kenneth27@smith.com,DarkGreen,32.60790271932764,13.677245841523792,37.744699695149066,2.871947536151015,530.3624688854229
johnathan33@yahoo.com,LightSteelBlue,32.26200310699493,11.644969546399302,37.02687697079434,3.2367328142505314,442.3631173838644
carrillojacob@perry-larsen.com,Aquamarine,32.271848280874984,13.485008988077054,37.55088041321525,3.086337272317325,511.9798599920658
greenelizabeth@edwards.com,DarkViolet,33.79512493081247,11.620996507575207,38.4194685327455,4.559699083258959,560.4437921717631
denisemorrow@johnson-james.net,MediumSpringGreen,31.654809675692764,13.014459152355206,37.789036347034184,3.0102097779609496,475.2634237275485
wandaphillips@leonard.com,OliveDrab,33.07773079450243,11.466984219092824,35.675727630820134,1.8092295917763102,374.2696745439231
zachary94@gmail.com,Purple,31.312349599444342,11.684904192367506,38.71707629773135,3.594295099901167,463.5914180279406
ppowell@gmail.com,BlueViolet,32.87273861448019,12.09396635537946,36.62077385548951,3.0491957437894315,471.602884392892
bhill@pierce-kane.info,RoyalBlue,33.708153408093004,14.325654943309248,35.7218273299056,3.6343402240734415,626.018672655394
matthewgraves@mills-shaffer.com,DarkSeaGreen,33.908565031728365,12.914846634589114,39.06886445133981,1.4823596439649784,432.47206125141577
nwagner@yahoo.com,AntiqueWhite,32.31290974594309,9.8244017703894,35.74277912557426,2.921350140816143,356.6155678900057
jamesfaulkner@hoffman-wolfe.org,Blue,34.39432664844985,12.807751833234732,38.55103028983871,1.8100798764120296,467.4278485003528
phillipscarrie@gmail.com,FloralWhite,32.42330472721988,13.058277927143259,37.26387556144864,3.3731046739911137,503.21739311910665
samantha84@cortez.com,Navy,33.539396346976595,10.534553499461076,37.03479128933126,2.2147975193939367,378.47356644790113
edward29@knapp.com,DarkOrange,33.37401692609311,11.143433077943628,35.94639914639546,5.454463277564527,584.2183134866807
hannahgilbert@gmail.com,Aqua,33.794755944865194,10.982805534662877,34.81063145023747,3.2018017221749915,451.7278633175868
lschroeder@gmail.com,Ivory,33.7709000976483,11.153966054877387,37.24032955207884,4.729484541572504,557.6341089957289
thomaswendy@yahoo.com,LavenderBlush,31.309192640891823,11.947175323941774,36.19083323650043,3.205529764506833,432.7207178399336
fuenteskathryn@schmidt-johnson.org,Cyan,33.612563354981084,11.47056500466582,37.0616887661275,3.802511438790271,506.42385996980016
melissa08@rowe.net,Tan,33.39826012958678,11.03785041365591,38.61733445368848,4.116340467131812,510.1598172791045
bradleysmith@barber.com,PaleVioletRed,33.622591840455804,11.167356897497287,35.62658733096311,5.462500764129898,587.5747994806404
morganorozco@hotmail.com,LightPink,30.4925366965402,11.562936246652605,35.97656497174036,1.4816166268553612,282.4712457199145
johnsonhannah@gmail.com,Thistle,31.904857131013607,12.227728279686652,36.98591347608606,3.771420131891554,473.94985742281614
javier02@landry.net,CadetBlue,33.0264203526517,13.18681287300118,38.06692960186935,2.898299577888636,489.9080530975354
lmalone@gmail.com,AntiqueWhite,32.975192902963855,13.394451788942055,37.80697766984659,3.5690465158585187,541.9722037582585
brandon77@richardson.com,GhostWhite,30.81620064887634,11.851398743073142,36.925043038878634,1.0845853030221226,266.086340948469
bhamilton@shaw.biz,DarkOrchid,33.91401511732236,12.266503838947587,36.57503097579012,3.0234744460455456,494.68715581028533
randyrobinson@hotmail.com,DarkGray,33.30267220801569,13.459222289832475,36.33952101023726,5.56638489205681,689.7876041747194
ecruz@yahoo.com,Gainsboro,31.91207592920061,11.792971821961505,36.25781911850192,2.3951681299791368,387.5347163057077
wrightdanielle@gmail.com,DarkSalmon,32.40855895733437,10.98574015235435,37.36839124072731,3.5048334855202996,441.89663151788625
deandanny@yahoo.com,Ivory,32.64461690576892,12.637557159364276,36.5170857636486,5.226687712532106,604.8413188212228
dblair@gmail.com,MediumSlateBlue,34.10227850874102,8.508152176032603,35.46240008104617,1.8382107022501144,302.18954780965197
veronicapruitt@hotmail.com,Cyan,33.24850620315415,11.656592033851751,36.54860515461888,3.363411393785737,479.6148116731425
davischristina@hotmail.com,SeaGreen,34.72908016563062,11.9668980767806,36.54759627699104,2.957448756503683,506.132342437705
douglasdunlap@boone-rose.com,Purple,30.3931845423455,11.80298577760313,36.315763151803424,2.0838141920346707,319.9288698031936
david28@wallace-hill.org,LightBlue,33.3841105711181,12.677401437121036,35.622530591605994,3.680847338174777,528.3092250312227
williammoore@rose.com,Brown,32.878474365657695,13.032534975943193,37.87095205416159,4.693732057983858,610.1280331303979
angela25@walker.com,Chocolate,34.50141785278397,12.44761745405695,37.53453024067718,4.008352234634593,584.1058850493532
arice@reynolds.info,Thistle,33.56647438959015,12.235659245108506,37.27757337619507,2.5320440615078934,466.4211988217437
adam75@gmail.com,Purple,32.8487928288471,10.973162084317348,36.60950715426321,2.8709869096996963,404.82452887268687
charlesgutierrez@hotmail.com,MistyRose,33.53186013061325,13.665769794267847,36.90022076162611,3.515688256202335,564.7909690079206
codyandrews@hotmail.com,Indigo,33.41906734548329,13.391120179234008,37.19419104646396,4.069916618589859,596.516697973153
wheelernancy@hernandez.com,Gold,32.495418773654315,12.96832561098067,38.296110372778266,1.2004838567566694,368.6547849470645
drew27@ryan-thompson.com,PeachPuff,33.67402747501462,12.968893130527091,37.333107418297075,3.22945090446699,542.4124767293989
suzanne63@gmail.com,LightSalmon,33.264632073163924,10.732131340303663,36.14579171248221,4.086566338485993,478.2621263968358
mitchellscott@gmail.com,DarkOrange,32.76245596030955,10.952353380458653,37.646291787430776,4.019470351595002,473.360495571661
laurajimenez@gmail.com,SlateBlue,33.47947160188164,12.60888879370027,37.229394516276614,4.205903889533483,559.1990479544187
rogersheather@hamilton-jensen.org,MintCream,33.785207205733194,13.039511025284968,36.31272657154038,2.0181946292873114,447.18764430541853
ievans@hotmail.com,NavajoWhite,33.21718784289895,10.999683661085923,38.442766686805065,4.2438128167261855,505.2300682820706
john85@rodriguez.info,Tomato,31.128090049616628,13.278956228597714,37.38718052656558,4.626075291951958,557.2526867470547
phillipsmark@byrd.net,DarkSeaGreen,33.36951735608769,10.62794922615627,38.04031366664072,3.0029570228338396,422.36873660682664
elizabeth61@berg-braun.com,Lavender,32.837893053239185,13.185181167368498,35.92159518889928,1.823595182991803,445.06218550892487
dbenson@simpson.net,DodgerBlue,30.57436368417137,11.351049011250833,37.08884657968332,4.078308001651641,442.06441375806565
stephaniehill@hotmail.com,Wheat,32.27459383033916,12.954811454937932,37.1088163801084,3.689916615447592,533.0400601788124
davisbriana@gmail.com,MediumVioletRed,33.14423399987652,11.73704063527238,37.935189045959156,2.1901321853800533,424.2028270990325
kday@gmail.com,Magenta,33.4855197629536,11.887345302061831,35.86244707788159,3.2067566975868704,498.635598489176
jonathanconner@morales.biz,SeaShell,31.97648006146129,10.757130926114415,36.595867945874545,1.9770071278430592,330.5944460341002
anneingram@miller-alexander.com,HoneyDew,32.13386240984833,11.612650769570312,39.24880390433504,3.3492453825271813,443.4418600624623
jeffery48@mcguire.com,LightCyan,32.302553103111435,11.979061483915341,38.269060691470244,3.5328615795564753,478.60091594433294
theresamitchell@martin-chambers.biz,Khaki,31.82797905546526,12.461147444665412,37.4289973693919,2.9747368150832405,440.0027475469415
christianwade@butler.info,Crimson,32.018074010632084,10.079463451952432,38.0706642585136,2.6181653103960847,357.7831107453153
tina16@santiago.com,White,32.997459002491695,12.589240561061525,37.332240746553346,2.8040136926903942,476.139246872566
vancealicia@hotmail.com,RoyalBlue,31.81642833419931,14.2880145907663,36.773861369930785,2.9644978762354017,501.12249150365636
dbell@hotmail.com,DarkViolet,34.46151473966461,11.91711569558776,37.76668677332467,4.3508878437244665,592.6884532021675
pamelahampton@martin-cobb.com,DarkSeaGreen,32.34279623166797,11.40964461636565,35.77778217066089,3.8724320418689104,486.0834255029927
mark81@wagner.com,Navy,32.30274837339047,12.815392648610313,37.95780983454751,4.615426306527649,576.0252441251166
awerner@manning.com,Gray,33.06644065628263,11.673229254101276,37.84065507750671,2.727209453758874,442.7228915742714
robertramirez@kaiser.com,Purple,33.89464038846548,10.61053651970745,37.977388737979744,3.537123879902206,461.7909590614097
justin26@gmail.com,RosyBrown,32.765664587506606,12.506548190327935,35.823466666422846,3.1265094896599996,488.38752578014504
douglas95@yahoo.com,White,33.76981237165136,11.304462307422886,37.83397172859896,5.137816745950984,593.1564014822196
qmorse@yahoo.com,MediumTurquoise,31.812482559724263,10.886921180951674,34.897827688311345,3.1286388557446334,392.8103449837972
jason50@bates.net,Bisque,32.00850451785513,12.095889485093476,36.37750903434099,3.1789524050534483,443.1972210287554
qeaton@savage.com,SaddleBrown,33.30433661798984,12.692661429739386,37.33359061333867,3.827375915107567,535.4807751896418
tluna@hotmail.com,YellowGreen,32.189844729273545,11.386775551280653,38.19748324839899,4.808320372869162,533.3965537868428
kara33@gmail.com,LavenderBlush,34.9356051056443,10.728418539377822,36.88119240747175,4.048510087289211,532.1274491097012
thomas22@yahoo.com,IndianRed,33.55165060797954,11.936895159842095,35.90025278215821,4.5433324132930855,558.9481123879059
david47@hotmail.com,DarkKhaki,32.386968674631895,12.717995102314037,35.12882235312117,3.4810621331251683,508.771906741518
beasleyjoseph@hotmail.com,SaddleBrown,33.34450868519732,10.969802874106238,35.9745781075859,2.627624971434411,403.7669020956173
hoffmandaniel@yahoo.com,Orchid,33.6727578867203,13.420545742201176,37.763690402803434,4.794312263402833,640.5840618984408
garnerjustin@king.com,DarkCyan,34.00207092262163,11.85468192110211,37.49189221040693,2.7618619263014166,461.6282783910862
francesjohnson@lee.com,Aquamarine,32.65539704223188,11.918859709324538,35.716269159517005,2.1596760229888288,382.41610786547517
awu@robinson.org,Brown,32.054261851184755,13.149669557991398,37.65040020345744,4.1956144126751305,561.874657668983
xevans@hotmail.com,DarkMagenta,33.22877226969563,12.685393899848075,36.04898625036686,2.139403004485981,444.5761441337301
lauriewilson@jackson.com,Cornsilk,32.07759004432913,10.347876945661575,39.045155696388115,3.4345597225409197,401.03313521910604
cruiz@yahoo.com,LightSalmon,33.981005579787784,9.316289204373824,36.91495154541398,2.8684281816397523,384.3260571375157
tammy12@gmail.com,Chocolate,34.17951756796679,12.581547729914535,35.444264696393994,3.137068975480682,527.7829957560522
adamperkins@terrell.com,PaleVioletRed,32.60273898042012,11.764447589452988,37.922703809566,3.5258064121952244,482.14499687576796
willie26@johnson-howard.com,Wheat,32.03054971621298,12.644202118863694,38.00182746752369,5.038107493844868,594.2744834186118
yvaughn@meyer.com,OldLace,33.100357750772915,11.832112231483734,36.841491638054855,3.6122391519937,502.0925279023197
carolfarley@gmail.com,SlateBlue,32.99059904291544,10.441235061603203,35.93896250240334,2.895075162804356,407.65717875932603
rhonda01@gmail.com,Orchid,34.385820292995376,12.729719510423308,36.23210980258421,5.705940716620837,708.9351848669818
david80@knight.com,MediumAquaMarine,34.357196268204405,9.477777607959725,37.90601452014432,5.0470225513951,531.9615505451646
aaron04@yahoo.com,SeaGreen,33.70511279750195,10.163179060052556,37.763041081545246,4.778973636034999,521.2407802357949
kaylahenderson@hotmail.com,MediumSpringGreen,32.404295045983574,11.608997936221535,38.11045690682496,2.9665588846599196,447.36902719933136
mholt@hotmail.com,LightSeaGreen,31.82934645592113,11.268259230574026,36.956965425094104,2.6689197733345025,385.152337987975
tanya20@gmail.com,DarkKhaki,31.36621216718769,11.163159542913276,37.08831936433477,3.620354588804087,430.5888825564849
aaron89@gmail.com,SaddleBrown,31.447446494127817,10.101632204781014,38.043452650841274,4.238296188412728,418.602742095224
hunterlucas@gmail.com,Turquoise,33.58294683702328,12.76153127820102,36.90818962373682,2.4793398232086954,478.95140475788554
sfarley@jones.com,AntiqueWhite,32.39742194430904,12.055340161330117,37.68546548721554,3.506967573635258,483.79652206149285
sarahtran@dixon.com,GoldenRod,35.03744996157605,11.935934966559186,35.78392374450292,3.3101503465768563,538.941974531203
randywhite@armstrong.biz,Teal,32.78494023263413,12.451200012438312,36.66579136924871,3.535802467873828,486.1637990666317
tsmith@yahoo.com,Bisque,33.9717220376126,12.284467067067206,38.29572526401705,1.1304769604319769,385.0950070687634
martinezleah@carter.com,PaleGreen,33.38599019075222,12.782171794760187,35.550772266806135,3.2287176862706497,527.7837897574573
steven00@combs.com,RosyBrown,33.556555671402755,12.960307128914414,37.951946317735135,3.3459223210048927,547.1907493518986
blakekent@smith-pena.com,Crimson,33.58737339024554,9.95399500605983,37.34573893439929,3.2156668270219866,410.6029439492151
amanda03@yahoo.com,Brown,34.18818406101828,13.130021664776669,35.42933438847124,3.7905521368804433,583.9778019715427
brandonsmith@yahoo.com,Gold,33.59396354804201,11.520566788562215,36.18913179541947,3.5612152714310823,474.53232943988985
thardy@perry.com,SeaGreen,33.236265721508744,10.972554314292411,34.574027587189626,2.9316195346511518,414.9350606518193
michael86@yahoo.com,LightYellow,33.20891970058922,13.53191346185937,38.95246252162796,3.0465406206892376,550.8133677324173
ulee@wells.com,LemonChiffon,33.63781167586591,12.039502370469924,34.487184747742425,2.739200466766662,458.78113168424994
judithsmith@jimenez.biz,DarkOrange,33.59048580327403,10.942069621017652,36.170494202480995,2.783963128204522,407.54216801343483
nblack@smith-romero.biz,LightCyan,34.195508030962635,12.664192622515644,37.027150364769525,4.330407444211276,581.3089328794999
michaelcampbell@yahoo.com,Gray,35.860236513353094,11.730661394277833,36.882149081506796,3.41620997759013,546.5566668627299
rcarter@crane-thompson.org,MediumVioletRed,33.48193057257537,11.918670307379347,37.317704949196845,3.3363393820041853,503.1750851912004
dwhite@gmail.com,OrangeRed,33.25823783380398,11.514949066574866,37.128039498322295,4.6628453040025635,549.1315732872171
vancemichelle@gmail.com,DeepPink,32.319857972167306,12.418113202231623,36.155336204959546,3.2220807667609574,482.8309858617017
kylemelendez@hotmail.com,DeepPink,32.430838579082014,13.887275413385506,38.381955972136154,3.772969024644708,557.6082620533542
richard35@hale-duncan.net,GhostWhite,31.44597248275779,12.846499067474367,37.86921693600857,3.4201495301648563,484.87696493512857
waltonkaren@gmail.com,Green,35.74266980593494,10.889828283005027,35.56543623713973,6.115198945760052,669.9871405017029
contrerastiffany@gmail.com,CadetBlue,34.012619460656374,12.914570094327916,36.04620351842453,3.4880299912225916,547.7099885778624
rogerstiffany@wilson-horne.com,DarkOliveGreen,34.14039342796294,11.568526641744768,38.918748541019504,4.082855278762214,537.8252822957112
waltercharles@sanders.net,IndianRed,32.37798965892753,11.971750786570597,37.19936752783635,2.8296995751470893,408.2169017707518
john96@chan-anderson.biz,Snow,33.17233109074306,13.078692439536418,37.32981862521235,5.405406467229509,663.0748176067602
bushsharon@barber.com,DarkSeaGreen,33.24732220295966,11.956426484854195,36.51734612004179,3.4517507098331026,506.37586675019753
nicolegay@jennings.com,BlueViolet,33.598913339294036,13.252737094184226,37.30596141998359,2.9355772737404866,528.4193296952955
rchambers@hotmail.com,OliveDrab,33.08529799058909,13.093537281195056,38.31564796064117,4.75036007144446,632.1235881419657
gomezalicia@hotmail.com,MediumSpringGreen,32.27844334791965,12.527471744522867,36.68836654250485,3.5314023030588984,488.2702979651482
potterkenneth@strickland.com,MediumSlateBlue,33.441553044751224,11.235968954252515,37.05261630809583,3.904479379627935,508.7357409506604
charlesjackson@brady-fuller.net,GhostWhite,32.86530120924307,12.074830167957375,35.569170317446186,2.3990797897904117,411.1869635742789
jacquelinewest@pace-herrera.com,Purple,31.526197898239808,12.045331979699332,38.50588332918249,2.8477090264744978,409.0945261923378
stevenjohnson@yahoo.com,SandyBrown,33.00084964015205,11.230743306761044,36.99529016635977,3.7817035651048387,467.8009243667916
johnsonchelsea@gmail.com,LightCyan,32.08838063044821,11.90784409977911,35.189122444377716,4.34977841863416,512.1658663881581
jenniferjenkins@jones.com,LightSalmon,33.265444472845786,13.052210385161311,38.775665296116884,4.574287716419565,608.2718166151668
ebutler@rogers-gonzalez.com,Chartreuse,32.992573196692234,13.004362005673077,36.98504141740091,4.620416384895068,589.0264897562791
ellenlucas@cox.org,DarkGoldenRod,33.86318870719846,11.52352268106905,35.9380452301724,3.0130325004194374,444.0538265727728
elizabethnunez@vasquez-nelson.net,Cornsilk,32.59209322575472,10.314717921893896,36.729029401087864,4.791108744558266,493.1812613907186
ramirezjacob@turner.com,Magenta,32.381034590963445,12.433128529733454,37.62690680204789,4.334001444341368,532.724805462904
brian51@cook.info,SaddleBrown,31.51712180250623,10.745188554182882,38.79123468689964,1.4288238768282668,275.9184206503857
victoriajohnson@gmail.com,DarkViolet,33.454301926040195,11.016755636715029,37.6373109611636,4.137000388171066,511.03878605116114
lawrencewalton@hotmail.com,Chocolate,32.21552741998912,12.216854693359823,36.95395970110429,2.910530822492482,438.41774201146853
ashleymoreno@gmail.com,DarkViolet,31.67391550327495,12.329147021418828,37.07437106706514,3.982462318955639,475.7250679098812
wesleyvance@moore.com,Magenta,33.71755461300513,10.806966067774699,36.01231723045213,3.7012292170202734,483.54319386538816
edwardbrown@yahoo.com,HotPink,33.21547157476038,12.135101396955724,37.14209368933963,5.8405058759314255,663.8036932755083
youngellen@hotmail.com,DodgerBlue,31.574138022873235,12.94155572990243,36.72527682557128,4.560396067343642,544.4092721605869
robin80@yahoo.com,Turquoise,33.89457038870139,13.300299363336553,36.393683855020775,4.4900020655598345,630.1567281670505
dana59@hotmail.com,Blue,33.12869268643142,10.39845771308564,36.68339299807869,3.8598179988740084,461.11224843060927
bwilliams@hotmail.com,PaleVioletRed,34.370327046164306,11.887800415781035,37.86144725932397,3.0466201888222324,491.9115050963458
whitetyler@anderson-avery.com,MidnightBlue,34.08026009173408,11.591439703136587,36.45689841052433,4.652854446136778,574.4156896079883
rwilliams@trujillo.biz,BlanchedAlmond,31.425226880854808,13.271475042524669,37.23984661097634,4.0221029095289484,530.7667186547619
randall85@williams.com,Black,33.62530726457669,12.9882205986331,39.67259095594186,3.9694177591077393,581.7987976770314
kevin45@mathews.net,DodgerBlue,31.8627411090001,14.039867262521904,37.022268985912326,3.7382251733253336,556.2981411740467
deborah48@white.com,DarkGreen,33.29258730730077,11.906507762219913,38.42286529341121,3.37668749953603,502.132789227254
hoganrichard@george.com,BlanchedAlmond,33.749227770813306,11.13714030231066,38.40137368953426,4.595522708601322,556.1863688687886
kelly24@lewis.info,Bisque,34.14496898723948,12.902664889103924,36.61119877576035,2.2239934582520533,475.07162989966173
katherinegray@yahoo.com,Cyan,31.123974349911947,12.38651625649485,35.63211221551042,4.288486770885737,486.9470538397658
efoster@williamson-boyd.org,Lavender,34.278247879997245,11.822721745594304,36.308545294390356,2.11738254152726,434.1442020262987
jordandavid@gmail.com,Violet,33.66661568345138,10.9857637851215,36.35250276938114,0.9364975973183264,304.1355915788555
sanchezamber@scott-patterson.com,Fuchsia,32.259973265557015,14.132893457553365,37.0234792364057,3.7620704427115657,571.2160048349454
tinayoung@hotmail.com,MistyRose,35.43316530057876,11.912210479900578,36.08964365766702,4.00096358646012,583.0796356620574
alicia28@fuller.com,CadetBlue,31.967320947882403,11.481587147836265,39.24096484164356,3.5325171645393527,445.74984123965226
rileyalejandro@gmail.com,LightSteelBlue,32.149060522105984,10.04731473507118,37.181447310649894,3.5350884276189447,392.99225591403086
oliviamarshall@sawyer-sellers.com,Brown,33.91884417783405,12.428736927868275,37.305361879286025,4.158214652664192,565.9943634015267
hortonrobert@hotmail.com,Salmon,33.20061634140451,11.965980266792483,36.831535850846905,3.549036057426973,499.14015244905386
montgomerycheyenne@hotmail.com,FireBrick,32.53677489754807,11.121366060509414,36.97937237345656,4.129254688094536,510.5394216996283
martinkristi@sanchez-coleman.com,Lime,34.083663301629485,8.668349517101323,35.90675636579306,2.2524459633808416,308.52774655803336
jefferycampbell@gmail.com,GreenYellow,33.025020138575876,12.504219807675257,37.645838788014025,4.051382465375181,561.5165319790891
webertom@phelps.com,DarkOrchid,31.268104210750717,12.132509111641538,35.4567981489283,3.0720761414868827,423.4705331738239
aschmidt@johnson.biz,Blue,32.21292383005795,11.732991461588078,35.63395394740078,4.331863026751083,513.1531118530668
lisadelgado@gmail.com,Olive,33.499506100675546,11.946590884981756,36.486325072393406,3.937862643180167,529.1945188649573
sharongraves@yahoo.com,Wheat,32.904853667353976,12.556107616938169,37.805509432449185,0.2699010899842742,314.4385182951061
flevine@gmail.com,AliceBlue,32.204654645678524,12.480701517118197,37.680287608367976,3.2794662600656097,478.5842860083426
rskinner@johnson-jefferson.com,OliveDrab,32.67515450844823,12.594194066191113,37.683875373647005,2.5717778354776577,444.5821649786528
kiarakim@harris.org,Linen,32.99838766242905,10.946841939586896,37.64780805527063,3.8260306175375134,475.0154070877503
rachelrodriguez@lara-waters.com,LightSlateGray,33.9431185791017,11.48419869378604,36.83936583281821,2.402453833414224,436.7205558562188
dbrown@gmail.com,Indigo,33.55210836340867,11.120870867123783,36.808376059487955,4.02781384191709,521.1953105318003
mary45@gmail.com,Lime,33.67683086814267,10.971392430875488,37.72236711094261,3.6293399152681918,478.18305971187965
marcusleach@floyd.org,SteelBlue,32.641946365588176,11.588948579712493,36.32214091690131,3.189609941879746,432.48116855701767
lmunoz@yahoo.com,Olive,33.42121218172261,10.706641521307748,35.76615350038372,3.393975043434297,438.30370784642975
dvasquez@wiley.com,HoneyDew,32.76707608122926,11.07625934092972,34.77975050203264,2.5749484700250718,388.9405487921943
dylanmartin@hotmail.com,MidnightBlue,33.11995442833815,12.953262542191794,37.03427958207978,3.4720213800343784,534.7714849461672
xkaufman@gmail.com,DarkViolet,35.37187609232446,10.572466600106118,36.86218334634355,4.198349060814376,537.9157529213054
jasonhensley@yahoo.com,Sienna,33.9760825800378,11.658036814224136,37.425278680067905,2.086348146609663,407.8763782204976
gstrong@hotmail.com,Pink,34.03416353106073,13.592512657946296,36.838656786348494,3.605933917733071,618.8459704239658
arnoldsamuel@wilson.com,LightSkyBlue,32.770492158549345,11.371767361249,35.26149811626243,4.034386130357467,502.77107456549606
scottrose@yahoo.com,SaddleBrown,33.50381038174352,11.23341495354092,37.211152581351115,2.320550249888456,397.420584096457
salazarkaren@hotmail.com,SteelBlue,31.87455169458537,10.290350765056484,36.929761561703394,3.4910933370091515,392.2852442462675
susanibarra@yahoo.com,Thistle,32.53323998265473,14.121783839255324,38.406329010114156,5.320093863780987,689.2356997616951
nhenry@hotmail.com,BlanchedAlmond,34.85131416586477,12.415541963333618,37.67232248424959,3.130538462464844,543.1326262891694
millerrachel@gallagher-nichols.com,Turquoise,34.21146128149797,10.770248917443364,34.64980004740713,4.985204970864012,577.7360248512277
